,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,EnclosedPorch,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSF,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD
0,11.69262258528247,11.686189379390555,0.0,0.7304631471189666,1.5409627556327752,1.8203341036428238,1.5409627556327752,11.170326790619496,0.0,1.1943176378757767,2.2596737867230705,0.7304631471189666,0.0,1.1943176378757767,7.483295642295591,0.7304631471189666,0.0,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.5409627556327752,0.0,1.1943176378757767,2.2596737867230705,10.506270963009685,1.1943176378757767,2.055641538058108,1.1943176378757767,2.055641538058108,14.187526814497952,13.698887979000148,0.7304631471189666,0.0,0.7304631471189666,1.1943176378757767,0.0,19.212182313188084,5.831327892742091,1.5409627556327752,0.0,2.885846472488202,8.059125775508376,0.0,1.8203341036428238,5.7146689026506605,1.8203341036428238,2.440268378362637,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.6025944687727294,11.69262258528247,0.0,14.187526814497952,14.187526814497952,1.1943176378757767,14.976590572395713,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,12.792276226358874,0.0,0.0,0.7304631471189666,1.5409627556327752,1.8203341036428238,0.7304631471189666,12.062831653433358,0.0,0.0,2.2596737867230705,0.0,0.7304631471189666,1.1943176378757767,8.897843946804546,0.7304631471189666,0.0,1.8203341036428238,1.5409627556327752,1.8203341036428238,2.055641538058108,0.7304631471189666,1.1943176378757767,2.2596737867230705,10.06209830903299,1.1943176378757767,2.055641538058108,1.1943176378757767,2.055641538058108,14.145138012244155,12.792276226358874,0.0,0.0,0.7304631471189666,1.5409627556327752,0.0,19.71220477890197,6.221213632878419,1.5409627556327752,0.0,2.055641538058108,0.0,0.0,2.440268378362637,0.0,2.440268378362637,2.2596737867230705,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.2596737867230705,12.792276226358874,9.010205578972315,14.145138012244155,14.145138012244155,0.7304631471189666,14.923099981574879,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,11.89203905911452,11.724598476197201,0.0,0.7304631471189666,1.5409627556327752,1.8203341036428238,1.1943176378757767,10.200342662007953,0.0,1.1943176378757767,2.2596737867230705,0.7304631471189666,0.0,1.1943176378757767,9.917059938656934,0.7304631471189666,0.0,1.8203341036428238,1.1943176378757767,1.8203341036428238,2.055641538058108,0.7304631471189666,1.1943176378757767,2.2596737867230705,10.775536258885502,1.1943176378757767,2.055641538058108,1.1943176378757767,2.055641538058108,14.184403604277843,13.83208545463177,0.7304631471189666,0.0,0.7304631471189666,1.1943176378757767,0.0,20.347240908682487,5.914940018959451,0.0,0.0,2.885846472488202,7.6465380079030645,0.0,3.011340243262834,5.0533710494211155,1.8203341036428238,2.440268378362637,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.2596737867230705,11.89203905911452,0.0,14.184403604277843,14.185965540731983,1.1943176378757767,15.149677653282357,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,12.013683020322897,11.354094166792635,0.0,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.5409627556327752,8.274265741119429,0.0,0.0,2.2596737867230705,0.7304631471189666,0.0,1.8203341036428238,10.468499910096941,0.7304631471189666,8.797735592116597,1.8203341036428238,1.5409627556327752,1.8203341036428238,1.1943176378757767,0.7304631471189666,0.7304631471189666,2.2596737867230705,10.918252927785405,1.5409627556327752,2.055641538058108,1.5409627556327752,2.055641538058108,14.179713812657004,13.711364159471431,0.0,1.1943176378757767,0.7304631471189666,1.1943176378757767,0.0,19.691552676807884,5.684506656824126,0.0,0.0,3.011340243262834,0.0,0.0,1.8203341036428238,4.745132396064701,1.8203341036428238,2.440268378362637,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.440268378362637,11.354094166792635,0.0,14.047528636178493,14.135651502935826,0.0,14.857120810745197,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,12.510587913259403,12.271364745626231,0.0,0.7304631471189666,1.8203341036428238,1.8203341036428238,0.0,10.971129399749735,0.0,1.1943176378757767,2.2596737867230705,0.7304631471189666,0.0,1.1943176378757767,10.221051196470764,0.7304631471189666,0.0,1.8203341036428238,1.1943176378757767,1.8203341036428238,2.055641538058108,0.7304631471189666,1.1943176378757767,2.2596737867230705,11.627707599932261,1.5409627556327752,2.055641538058108,1.1943176378757767,2.055641538058108,14.182841004523032,14.48002949561566,0.7304631471189666,0.0,0.7304631471189666,1.1943176378757767,0.0,21.32515985291932,6.314734756825907,0.0,0.0,2.885846472488202,9.391827134755262,0.0,1.5409627556327752,6.314734756825907,1.8203341036428238,2.6025944687727294,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.750250297485029,12.510587913259403,8.013883697367245,14.182841004523032,14.182841004523032,1.1943176378757767,15.852311573332502,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,11.493820273589396,10.589574424774424,9.178050664421775,0.7304631471189666,0.7304631471189666,1.8203341036428238,1.5409627556327752,11.267216541031873,0.0,1.1943176378757767,2.2596737867230705,0.7304631471189666,0.0,1.1943176378757767,5.80273872401839,0.7304631471189666,0.0,1.8203341036428238,1.5409627556327752,1.1943176378757767,1.5409627556327752,0.0,0.7304631471189666,2.2596737867230705,10.169007130464756,1.1943176378757767,2.055641538058108,1.5409627556327752,2.055641538058108,14.171884182186483,13.015962914755876,0.7304631471189666,0.0,0.7304631471189666,1.5409627556327752,0.0,21.282282796539835,6.337529394588084,0.0,0.0,2.750250297485029,0.0,11.147538247731708,0.7304631471189666,4.492017742920502,1.8203341036428238,2.055641538058108,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.055641538058108,11.493820273589396,4.969939052451073,14.171884182186483,14.175018034740056,1.5409627556327752,14.421879332825283,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,13.670207259396387,0.0,0.0,0.7304631471189666,1.5409627556327752,1.8203341036428238,0.0,13.031092624489567,0.0,1.1943176378757767,2.2596737867230705,0.7304631471189666,0.0,0.0,9.15574970587587,0.7304631471189666,0.0,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.1943176378757767,0.7304631471189666,1.1943176378757767,2.2596737867230705,10.89354133302396,1.1943176378757767,2.055641538058108,1.1943176378757767,2.055641538058108,14.189087426187385,13.670207259396387,0.0,0.0,0.7304631471189666,1.1943176378757767,0.0,19.907528872852918,6.098626104970388,1.5409627556327752,0.0,2.055641538058108,7.944502934774821,0.0,2.885846472488202,5.59142712460611,1.8203341036428238,2.6025944687727294,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.440268378362637,13.655780507688625,8.64931139996047,14.189087426187385,14.19064737641105,0.7304631471189666,15.889511511710909,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7,12.413831308023239,12.077149047696548,0.0,0.7304631471189666,1.5409627556327752,1.8203341036428238,1.1943176378757767,11.702248507491014,4.597156711708115,0.0,0.7304631471189666,0.7304631471189666,0.0,1.1943176378757767,8.274265741119429,0.7304631471189666,8.39538258223558,1.8203341036428238,1.5409627556327752,1.8203341036428238,2.055641538058108,1.1943176378757767,1.1943176378757767,2.2596737867230705,10.189934126006927,1.1943176378757767,2.055641538058108,1.1943176378757767,2.055641538058108,14.140397821243571,14.320888266014626,0.7304631471189666,0.0,0.7304631471189666,1.5409627556327752,0.0,20.023861568757013,6.221213632878419,0.0,0.0,2.885846472488202,8.511219710154148,9.391827134755262,1.1943176378757767,8.147315588624346,2.055641538058108,2.440268378362637,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.440268378362637,12.413831308023239,8.463563732298573,14.140397821243571,14.140397821243571,1.5409627556327752,15.702021223515466,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8,12.186750882025454,11.339778687893531,0.0,0.7304631471189666,1.1943176378757767,1.8203341036428238,1.5409627556327752,0.0,0.0,2.2596737867230705,2.2596737867230705,0.0,0.0,1.8203341036428238,11.987363555250518,0.7304631471189666,8.158132683068054,1.8203341036428238,1.5409627556327752,1.8203341036428238,2.055641538058108,1.1943176378757767,1.1943176378757767,1.1943176378757767,10.105326135535595,1.1943176378757767,2.055641538058108,1.5409627556327752,0.7304631471189666,14.073383820784445,13.811378405864021,0.0,1.1943176378757767,1.1943176378757767,1.5409627556327752,0.0,17.98987134386776,5.392276337227255,1.5409627556327752,0.0,2.750250297485029,0.0,0.0,2.2596737867230705,0.0,1.8203341036428238,2.440268378362637,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.6025944687727294,11.987363555250518,6.448232316019433,14.073383820784445,14.103851511653946,1.1943176378757767,15.173779778858885,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,12.335431399519656,0.0,0.0,0.7304631471189666,1.1943176378757767,1.8203341036428238,1.5409627556327752,11.676515545860786,0.0,1.1943176378757767,2.2596737867230705,0.7304631471189666,0.0,1.8203341036428238,7.338607270038526,0.7304631471189666,0.0,1.8203341036428238,1.5409627556327752,1.8203341036428238,2.055641538058108,1.1943176378757767,0.7304631471189666,2.2596737867230705,8.158132683068054,0.7304631471189666,2.055641538058108,1.1943176378757767,1.1943176378757767,14.086243227218915,12.335431399519656,0.0,0.0,1.1943176378757767,1.5409627556327752,0.0,18.712543705168287,5.357203202420049,1.5409627556327752,0.0,1.8203341036428238,0.0,0.0,0.0,1.8203341036428238,2.055641538058108,2.055641538058108,1.1943176378757767,0.0,1.5409627556327752,0.0,0.7304631471189666,2.055641538058108,12.099928771272056,0.0,14.086243227218915,14.103851511653946,1.1943176378757767,14.287616792935944,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
